name,date of birth,country of citizenship,sex or gender,AGORHA person/institution ID,Academic Tree ID,Australian Dictionary of Biography ID,BAV ID,BHL creator ID,BIBSYS ID,BNA authority ID,BNE ID,BVMC person ID,Babelio author ID,Bait La Zemer Ha-Ivri artist ID,Biografisch Portaal number,BnF ID,British Museum person-institution,C-SPAN person ID,CANTIC-ID,CERL ID,CONOR ID,CRIStin ID,CTHS person ID,Cambridge Alumni Database ID,Catalogus Professorum Academiae Rheno-Traiectinae ID,Catalogus Professorum Lipsiensis ID,Catalogus Professorum Rostochiensium ID,CiNii author ID,Commons Creator page,Commons category,Commons gallery,Cultureel Woordenboek identifier,DAAO ID,DBLP ID,DBNL author ID,Dialnet author ID,Dictionary of New Zealand Biography,Dictionary of Swedish National Biography,Dictionary of Welsh Biography ID,Discogs artist ID,Dizionario Biografico degli Italiani,EGAXA ID,EMLO person ID,ESPNcricinfo.com player ID,Electronic Enlightenment ID,Enciclopedia Treccani ID,Encyclopedia of Australian Science ID,Encyclopædia Britannica Online ID,Erdős number,FAST ID,Facebook profile ID,Fellow of the Royal Society ID,Filmportal ID,Find a Grave grave ID,Freebase ID,GND ID,GTAA ID,Geni.com profile ID,Goodreads author ID,Google Scholar author ID,Gran Enciclopèdia Catalana ID,Great Russian Encyclopedia Online ID,HDS ID,Hansard (1803–2005) ID,History of Modern Biomedicine ID,History of Parliament ID,IMDb ID,IPA transcription,IPNI author ID,ISNI,InPhO ID,Italian Chamber of Deputies dati ID,Jewish Encyclopedia ID (Russian),KNAW past member ID,KVAB member ID,Kindred Britain ID,LAC ID,LNB ID,Legacies of British Slave-ownership person ID,Leidse Hoogleraren ID,Leopoldina member ID,Les Archives du Spectacle ID,Library of Congress authority ID,LibriVox author ID,Loop ID,Léonore ID,MacTutor id (biographies),Marburger Professorenkatalog ID,MathWorld identifier,Mathematics Genealogy Project ID,Munk's Roll ID,Munzinger IBA,MusicBrainz artist ID,Musée d'Orsay artist ID,NDL Auth ID,NE.se ID,NKCR AUT ID,NLA (Australia) ID,NLP ID,NLR (Romania) ID,NNDB people ID,NSK ID,NSZL ID,NUKAT (WarsawU) authorities,National Academy of Medicine (France) MemberID,National Inventors Hall of Fame ID,National Library of Greece ID,National Library of Ireland authority,National Library of Israel ID,National Portrait Gallery (London) person ID,National Thesaurus for Author Names ID,Nobel Prize People Nomination ID,Nobel prize ID,ODIS ID,ORCID iD,Open Library ID,OpenPlaques subject ID,Oxford Biography Index Number,PTBNP ID,Parlement & Politiek ID,People Australia ID,Perlentaucher ID,Persée author ID,Photographers' Identities Catalog ID,Plarr ID,Polish scientist ID,Project Gutenberg author ID,Quora topic ID,RERO ID,RKDartists ID,RSL ID (person),RePEc Short-ID,ResearcherID,Rodovid ID,SBN ID,SELIBR,SHARE Catalogue author ID,SNAC ID,SSRN author ID,SUDOC authorities,Sandrart.net person ID,Saxon Academy of Sciences member ID,Scopus Author ID,Shakeosphere person ID,Six Degrees of Francis Bacon ID,Social Networks and Archival Context ID,Spenserians person ID,Sports-Reference.com Olympic athlete ID,Stanford Encyclopedia of Philosophy ID,Stuttgart Database of Scientific Illustrators ID,Swiss Federal Archives ID,Sächsische Biografie,TED speaker ID,Te Papa artist ID,Teuchos ID,Treccani ID,Twitter username,UK National Archives ID,ULAN ID,University of Barcelona authority ID,VIAF ID,Vimeo username,WeRelate person ID,Who's Who in France biography ID,WikiTree ID,WomenWriters ID,World Bridge Federation ID,YouTube channel ID,academic degree,affiliation,allegiance,archives at,audio recording of the subject's spoken voice,author citation (zoology),award received,birth name,botanist author abbreviation,cause of death,child,commemorative plaque image,conflict,contributed to published work,date of death,described at URL,described by source,doctoral advisor,doctoral student,educated at,electoral district,employer,ethnic group,family name,father,feed URL,field of work,genealogics.org person ID,given name,image,image of grave,influenced by,instance of,"languages spoken, written or signed",links,list of works,manner of death,medical condition,member of,member of political party,member of sports team,military branch,mother,name in kana,name in native language,native language,noble title,nominated for,notable work,occupation,official website,openMLOL author ID,parliament.uk ID,part of,participant of,place of birth,place of death,place of detention,place of interment,place of origin (Switzerland),position held,religion,residence,sibling,signature,significant event,sport,spouse,student,student of,student register of the University of Helsinki ID (1853–1899),taxon range map image,topic's main category,warheroes.ru ID,work location,zbMATH author ID
"Krewski, Dan",NA,[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Carleton University, University of Ottawa]",NA,NA,NA,NA,NA,NA,NA,NA,[Dan],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5213832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kish, Leslie",[27 July 1910Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[14510667q],NA,NA,[a10109080],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1450236],NA,NA,NA,NA,[/m/0bw97f],[136114733],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 2024 9143],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n81119591],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[070013543],NA,NA,NA,NA,[OL353511A],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[079919855],NA,NA,NA,NA,NA,[w6gx758s],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[44532594],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Wilks Memorial Award, 1997]",NA,NA,NA,NA,NA,[Spanish Civil War],NA,[7 October 2000],NA,NA,NA,NA,"[City College of New York, University of Michigan]",NA,[University of Michigan],NA,NA,NA,NA,NA,NA,[László],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q1111892,NA,NA,NA,[Hungarian Academy of Sciences],NA,NA,[International Brigades],NA,NA,NA,NA,NA,NA,NA,"[statistician, sociologist]",NA,NA,NA,NA,NA,[Poprad],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coats, Robert H.",[25 July 1874Gregorian],NA,[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1945 051X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[106926535],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[104103242],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[7 February 1960],NA,NA,NA,NA,[University of Toronto],NA,[University of Toronto],NA,NA,NA,NA,NA,NA,[Robert],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q7345038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spengler, Joseph J.",[19 November 1902Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[11925325n],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1754558],NA,NA,NA,NA,[/m/02qcggy],[172381304],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 2032 7578],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n79045381],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[000419125],NA,[068424795],NA,NA,NA,NA,[OL6962396A],NA,NA,NA,NA,[981317],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[w6v4107g],NA,[027145999],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[110581173],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[2 January 1991],NA,NA,NA,NA,[Ohio State University],NA,"[University of Arizona, University of Chicago, University of North Carolina at Chapel Hill, University of Pittsburgh, Duke University]",NA,NA,NA,NA,NA,NA,[Joseph],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q3185656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, statistician]",NA,NA,NA,NA,NA,[Piqua],[Durham],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coale, Ansley J.",[14 November 1917Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[11897119x],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[/m/02680_s],[122490290],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1576 4693],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n79149039],NA,NA,NA,NA,NA,NA,[163676],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[067520715],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[69232],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[026792370],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[244381040],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[5 November 2002],NA,NA,NA,NA,[Princeton University],NA,[Princeton University],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q166631,NA,NA,NA,"[National Academy of Sciences, American Academy of Arts and Sciences]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, statistician, demographer, university teacher]",NA,NA,NA,NA,NA,[Baltimore],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anscombe, Francis",[13 May 1918Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1447511],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1568 2815],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n81017185],NA,NA,NA,NA,NA,NA,[62936],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Francis-Anscombe],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[167150421],NA,NA,NA,NA,NA,[w60702sc],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[42423398],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Manuscripts and Archives Department Yale University Library],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[17 October 2001],NA,NA,NA,NA,[Trinity College],NA,[Yale University],NA,NA,NA,NA,NA,NA,"[Frank, Francis]",NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q3896195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,[Hove],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utts, Jessica",[1952],[United States of America],[female],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1040 1076],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[14018115],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[University of California, Davis, University of California, Irvine]",NA,NA,NA,NA,NA,NA,[Jessica],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q6187532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reid, Nancy",[17 September 1952],[Canada],[female],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12280117f],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[140965033],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1617 7300],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n90650894],NA,NA,NA,NA,NA,NA,[15889],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000-0003-3802-6110],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[031621260],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[34518529],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Officer of the Order of Canada, Fellow of the Royal Society of Edinburgh, 2015]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[University of Toronto, University of British Columbia]",NA,NA,NA,NA,NA,NA,[Nancy],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q3915862,NA,NA,NA,"[Royal Society of Canada, National Academy of Sciences]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician, university teacher]",NA,NA,NA,NA,NA,[Canada],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Donald A. S. Fraser],NA,NA,NA,NA,NA,NA,NA,[reid.nancy-m]
"Milliken, George A.",[December 1943],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13497224c],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0888 5796],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[114119082],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[84498543],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Kansas State University],NA,NA,NA,NA,NA,NA,NA,NA,[George],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5535987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin, Sir Richard",[12 May 1838Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[mr-richard-martin],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[mp85381],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[23 August 1916Gregorian],NA,NA,NA,NA,"[Exeter College, Harrow School]",NA,NA,NA,[Martin],NA,NA,NA,NA,[Richard],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q7528622,NA,NA,NA,"[22nd United Kingdom Parliament, 25th United Kingdom Parliament, 26th United Kingdom Parliament, 27th United Kingdom Parliament]",[Liberal Party],NA,NA,NA,NA,"[Sir Richard Martin, 1st Baronet, of Overbury Court (English)]",NA,[baronet],NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Member of Parliament in the United Kingdom, Member of the Privy Council of Ireland]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[London],NA
"Thorndike, Robert L.",[22 September 1910Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[128166649],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1455 087X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n50012692],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[000402692],NA,[069947449],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[10603832X],NA,NA,NA,NA,NA,[w6cr7vnb],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[110528759],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[E. L. Thorndike Award],NA,NA,NA,[Robert M. Thorndike],NA,NA,NA,[21 September 1990],NA,NA,NA,NA,"[Wesleyan University, Columbia University, Teachers College]",NA,NA,NA,NA,[Edward Thorndike],NA,NA,NA,[Robert],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q4180839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[psychologist, university teacher]",NA,NA,NA,NA,NA,[Montrose],[Olympia],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bottou, Léon",[1965],[France],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[kbN88gsAAAAJ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n2007003650],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[14213399],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[École Polytechnique, engineering degree in France, 1987, University of Paris-Sud, Master of Advanced Studies, 1988, École Normale Supérieure, 1988, University of Paris-Sud, Doctor of Philosophy, 1991, computer science]",NA,"[Facebook Inc., March 2015]",NA,NA,NA,NA,"[computer science, machine learning]",NA,[Léon],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q6711047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, computer scientist, engineer, statistician]","[http://leon.bottou.org/, https://research.fb.com/people/bottou-leon/]",NA,NA,NA,NA,[Saint-Germain-du-Teil],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dodson, James",[1705],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[153816258],NA,NA,NA,[cnp00106410],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[100109101],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 5634 9587],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n85049487],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[101007756],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[076295346],NA,NA,NA,NA,NA,[w6xm7790],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[84762067],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Fellow of the Royal Society],NA,NA,NA,NA,NA,NA,NA,[1757],NA,"[Dodson, James (DNB00), Dictionary of National Biography (1885-1900), Dodson, James (DNB00)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[James],[James Dodson.png],NA,NA,[human],[French],https://www.wikidata.org/wiki/Special:EntityPage/Q3710079,NA,NA,NA,[Royal Society],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, actuary]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
